state	year	county	precinct	g2012_REG_tv	g2012_USP_adv	g2012_USP_arv	g2012_USP_atv	g2012_USP_dv	g2012_USP_edv	g2012_USP_erv	g2012_USP_etv	g2012_USP_ldv	g2012_USP_lrv	g2012_USP_ltv	g2012_USP_pdv	g2012_USP_prv	g2012_USP_ptv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_lrv	g2012_USH_arv	g2012_USH_erv	g2012_USH_prv	g2012_USH_rv	g2012_USH_ldv	g2012_USH_adv	g2012_USH_edv	g2012_USH_pdv	g2012_USH_dv	g2012_USH_tv	cd2	g2012_REG_tv2	g2012_USH_lrv2	g2012_USH_arv2	g2012_USH_erv2	g2012_USH_prv2	g2012_USH_rv2	g2012_USH_ldv2	g2012_USH_adv2	g2012_USH_edv2	g2012_USH_pdv2	g2012_USH_dv2	g2012_USH_tv2	cd3	g2012_REG_tv3	g2012_USH_lrv3	g2012_USH_arv3	g2012_USH_erv3	g2012_USH_prv3	g2012_USH_rv3	g2012_USH_ldv3	g2012_USH_adv3	g2012_USH_edv3	g2012_USH_pdv3	g2012_USH_dv3	g2012_USH_tv3	cd4	g2012_REG_tv4	g2012_USH_lrv4	g2012_USH_arv4	g2012_USH_erv4	g2012_USH_prv4	g2012_USH_rv4	g2012_USH_ldv4	g2012_USH_adv4	g2012_USH_edv4	g2012_USH_pdv4	g2012_USH_dv4	g2012_USH_tv4	ld	g2012_STH_lrv	g2012_STH_arv	g2012_STH_erv	g2012_STH_prv	g2012_STH_rv	g2012_STH_ldv	g2012_STH_adv	g2012_STH_edv	g2012_STH_pdv	g2012_STH_dv	g2012_STH_tv	ld2	g2012_STH_lrv2	g2012_STH_arv2	g2012_STH_erv2	g2012_STH_prv2	g2012_STH_rv2	g2012_STH_ldv2	g2012_STH_adv2	g2012_STH_edv2	g2012_STH_pdv2	g2012_STH_dv2	g2012_STH_tv2	ld3	g2012_STH_lrv3	g2012_STH_arv3	g2012_STH_erv3	g2012_STH_prv3	g2012_STH_rv3	g2012_STH_ldv3	g2012_STH_adv3	g2012_STH_edv3	g2012_STH_pdv3	g2012_STH_dv3	g2012_STH_tv3	sd	g2012_STS_lrv	g2012_STS_arv	g2012_STS_erv	g2012_STS_prv	g2012_STS_rv	g2012_STS_ldv	g2012_STS_adv	g2012_STS_edv	g2012_STS_pdv	g2012_STS_dv	g2012_STS_tv	sd2	g2012_STS_lrv2	g2012_STS_arv2	g2012_STS_erv2	g2012_STS_prv2	g2012_STS_rv2	g2012_STS_ldv2	g2012_STS_adv2	g2012_STS_edv2	g2012_STS_pdv2	g2012_STS_dv2	g2012_STS_tv2	sd3	g2012_STS_lrv3	g2012_STS_arv3	g2012_STS_erv3	g2012_STS_prv3	g2012_STS_rv3	g2012_STS_ldv3	g2012_STS_adv3	g2012_STS_edv3	g2012_STS_pdv3	g2012_STS_dv3	g2012_STS_tv3
"GA"	2012	"Bibb"	"EAST MACON 3"	1653	46	12	58	1149	388	18	406	712	46	758	3	0	3	76	1225	2	42	10	18	0	70	698	48	380	3	1129	1199																																								143						687	54	366	3	1110	1110																									26	56	18	23	0	97	691	39	374	3	1107	1204																								
"GA"	2012	"Bibb"	"EAST MACON 4"	2738	72	45	117	1332	464	161	628	795	395	1206	1	0	1	601	1952	2	351	37	145	0	533	798	75	459	1	1333	1866																																								143						932	88	493	0	1513	1513																									26	484	47	186	0	717	663	62	412	1	1138	1855																								
"GA"	2012	"Bibb"	"EAST MACON 5"	2056	74	5	80	1448	462	21	483	911	26	938	1	0	1	52	1502	2	31	4	17	0	52	882	77	450	1	1410	1462																																								143						857	78	430	0	1365	1365																									26	46	3	24	0	73	880	77	443	1	1401	1474																								
"GA"	2012	"Bibb"	"EAST MACON 6"	2052	62	13	75	1228	442	66	509	723	225	955	1	0	1	304	1540	2	185	13	59	0	257	730	63	433	1	1227	1484																																								143						794	62	435	1	1292	1292																									26	232	17	75	0	324	702	56	424	1	1183	1507																								
"GA"	2012	"Bibb"	"GODFREY 1"	2875	91	6	97	1684	678	22	704	911	82	1003	4	0	4	110	1808	2	91	6	26	0	123	854	88	641	4	1587	1710																																								143						786	82	510	1	1379	1379	142						79	9	104	0	192	192													26	124	7	30	0	161	846	87	649	4	1586	1747																								
"GA"	2012	"Bibb"	"GODFREY 2"	1762	27	3	31	1016	326	27	354	661	34	700	2	0	2	64	1087	2	45	3	25	0	73	605	26	305	2	938	1011																																								143						610	26	309	2	947	947																									26	54	3	27	0	84	620	25	310	2	957	1041																								
"GA"	2012	"Bibb"	"GODFREY 3"	2200	81	3	84	1508	554	9	564	873	8	883	0	0	0	20	1531	2	17	2	10	0	29	831	81	512	0	1424	1453																																								142						806	80	477	0	1363	1363																									26	22	4	10	0	36	841	78	527	0	1446	1482																								
"GA"	2012	"Bibb"	"GODFREY 4"	1721	35	18	54	991	295	28	323	659	62	727	2	0	2	108	1106	2	65	16	27	0	108	623	36	284	0	943	1051																																								143						625	40	280	0	945	945																									26	76	16	35	0	127	622	36	277	0	935	1062																								
"GA"	2012	"Bibb"	"GODFREY 5"	1877	37	11	48	1245	491	54	548	717	92	813	0	0	0	157	1409	2	86	10	52	0	148	691	36	474	0	1201	1349																																								142						740	36	484	0	1260	1260																									26	101	10	59	0	170	687	36	479	0	1202	1372																								
"GA"	2012	"Bibb"	"GODFREY 6"	2647	54	18	73	1671	651	50	702	964	114	1083	2	0	2	182	1860	2	91	17	40	0	148	941	52	616	1	1610	1758																																								142						981	56	611	1	1649	1649																									26	120	18	54	0	192	933	48	625	1	1607	1799																								
"GA"	2012	"Bibb"	"GODFREY 7"	2010	29	4	34	1260	426	48	475	803	114	920	2	0	2	166	1431	2	100	4	32	0	136	779	29	419	1	1228	1364																																								142						832	33	417	1	1283	1283																									26	132	4	44	0	180	762	29	421	1	1213	1393																								
"GA"	2012	"Bibb"	"HAZZARD 1"	2098	49	8	57	1333	601	37	640	681	86	773	2	0	2	131	1472	2	81	7	41	0	129	666	50	577	1	1294	1423																																								142						684	49	582	0	1315	1315																									26	95	9	51	0	155	665	47	577	1	1290	1445																								
"GA"	2012	"Bibb"	"HAZZARD 2"	3385	52	61	116	1121	414	270	685	653	904	1581	2	0	2	1235	2384	8	1206	82	444	1	1733						1733																																								141	1212	85	434	1	1732						1732																									18	1200	83	434	1	1718						1718																								
"GA"	2012	"Bibb"	"HAZZARD 3"	3727	71	67	138	1632	750	336	1090	810	647	1473	1	1	2	1051	2703	2	572	61	296	1	930	860	71	760	0	1691	2621																																								142						1112	97	865	1	2075	2075																									26	662	69	349	0	1080	777	63	714	1	1555	2635																								
"GA"	2012	"Bibb"	"HAZZARD 4"	1566	6	35	42	345	128	205	336	211	696	917	0	0	0	936	1295	2	627	33	182	0	842	263	10	144	0	417	1259																																								141	752	37	254	0	1043						1043																									18	761	36	259	0	1056						1056																								
"GA"	2012	"Bibb"	"HAZZARD 5"	1523	40	8	48	967	406	26	432	518	81	602	3	0	3	115	1085	2	82	8	25	0	115	496	40	393	2	931	1046																																								142						522	37	397	2	958	958																									26	90	10	32	0	132	491	37	387	2	917	1049																								
"GA"	2012	"Bibb"	"HAZZARD 6"	1459	20	11	31	910	325	32	358	564	98	666	1	0	1	141	1056	2	84	7	23	0	114	563	24	315	1	903	1017																																								142						579	30	317	1	927	927																									26	96	12	25	0	133	556	19	314	1	890	1023																								
"GA"	2012	"Bibb"	"HAZZARD 7"	2091	33	56	90	608	276	246	523	298	671	983	1	1	2	974	1598	8	797	66	359	1	1223						1223																																								141	799	69	353	1	1222						1222																									18	787	67	354	1	1209						1209																								
"GA"	2012	"Bibb"	"HOWARD 1"	1437	26	60	88	371	121	149	270	224	536	765	0	0	0	745	1123	8	620	73	176	0	869						869																																								141	630	75	186	0	891						891																									18	607	70	172	0	849						849																								
"GA"	2012	"Bibb"	"HOWARD 2"	3375	77	241	320	681	274	570	847	330	1139	1482	0	0	0	1950	2649	8	1054	227	507	0	1788						1788	2	3375	165	25	124	0	314	59	9	54	0	122	436																											141	1279	265	666	0	2210						2210																									18	1237	250	643	0	2130						2130																								
"GA"	2012	"Bibb"	"HOWARD 3"	4232	69	106	176	1350	558	349	910	723	1144	1895	0	0	0	1599	2981	8	1503	132	568	0	2203						2203																																								141	1509	129	575	0	2213						2213																									25	1140	98	339	0	1577	676	57	528	0	1261	2838																								
"GA"	2012	"Bibb"	"HOWARD 4"	1293	24	47	71	332	123	137	261	185	484	681	0	0	0	668	1013	8	561	60	175	0	796						796																																								143						461	47	189	0	697	697																									25	474	47	136	0	657	160	18	114	0	292	949																								
"GA"	2012	"Bibb"	"HOWARD 5"	1337	14	36	50	439	128	88	217	297	399	709	0	0	0	523	976	8	533	39	135	0	707						707																																								141	551	40	139	0	730						730																									25	378	38	82	0	498	274	11	116	0	401	899																								
"GA"	2012	"Bibb"	"HOWARD 6"	1833	28	68	96	486	163	203	367	295	643	952	0	1	1	915	1416	8	764	67	233	1	1065						1065																																								141	773	67	235	0	1075						1075																									18	761	66	228	1	1056						1056																								
"GA"	2012	"Bibb"	"HOWARD 7"	2307	37	88	127	508	171	335	508	300	917	1229	0	2	2	1342	1866	8	1003	100	390	1	1494						1494																																								141	1018	102	392	1	1513						1513																									18	990	98	382	1	1471						1471																								
"GA"	2012	"Bibb"	"HOWARD 8"	2536	27	120	150	395	134	349	484	234	1166	1414	0	0	0	1635	2048	8	1219	129	381	0	1729						1729																																								141	1245	130	392	0	1767						1767																									18	1204	126	380	0	1710						1710																								
"GA"	2012	"Bibb"	"RUTLAND 1"	4460	40	126	167	1201	545	590	1137	615	1549	2184	1	1	2	2266	3490	2	1332	101	516	1	1950	775	56	591	1	1423	3373																																								142						1456	106	803	0	2365	2365																									18	1752	130	760	0	2642						2642																								
"GA"	2012	"Bibb"	"RUTLAND 2"	2820	29	70	99	627	294	307	604	303	1066	1383	1	0	1	1443	2087	2	899	66	268	0	1233	442	30	311	1	784	2017																																								144	1018	71	285	0	1374	305	23	282	1	611	1985																									18	771	53	268	0	1092						1092	26	350	24	107	0	481	91	10	81	0	182	663												
"GA"	2012	"Bibb"	"VINEVILLE 1"	1720	53	29	83	722	209	57	267	460	203	681	0	1	1	290	1032	2	169	22	49	1	241	473	54	204	0	731	972																																								143						545	65	211	0	821	821																									26	256	32	73	1	362	376	45	182	0	603	965																								
"GA"	2012	"Bibb"	"VINEVILLE 2"	1878	71	27	99	927	320	85	407	535	274	820	1	0	1	386	1327	2	248	22	70	0	340	534	76	314	1	925	1265																																								143						632	78	334	1	1045	1045																									26	306	31	95	0	432	474	63	292	1	830	1262																								
"GA"	2012	"Bibb"	"VINEVILLE 3"	2610	71	18	90	1639	738	34	774	830	78	913	0	0	0	130	1777	2	85	18	40	0	143	790	71	697	0	1558	1701																																								142						812	81	671	0	1564	1564																									26	106	21	50	0	177	789	69	707	0	1565	1742																								
"GA"	2012	"Bibb"	"VINEVILLE 4"	1838	59	18	79	1304	478	19	498	766	39	805	1	0	1	76	1383	2	37	14	17	0	68	753	64	464	0	1281	1349																																								142						728	65	436	0	1229	1229																									26	49	17	25	0	91	741	60	459	0	1260	1351																								
"GA"	2012	"Bibb"	"VINEVILLE 5"	1531	17	12	29	862	280	67	350	565	122	692	0	0	0	201	1071	2	124	13	65	0	202	536	16	271	0	823	1025																																								141	372	20	171	0	563						563																									26	136	12	72	0	220	537	16	264	0	817	1037																								
"GA"	2012	"Bibb"	"VINEVILLE 6"	1973	19	63	83	508	134	230	367	355	717	1086	0	0	0	1010	1536	8	838	64	273	0	1175						1175																																								143						706	46	246	0	998	998																									18	831	61	266	0	1158						1158																								
"GA"	2012	"Bibb"	"VINEVILLE 7"	2659	39	109	150	758	214	218	434	504	857	1380	1	1	2	1185	1966	8	1034	113	291	1	1439						1439																																								143						926	97	298	0	1321	1321																									18	1019	115	282	0	1416						1416																								
"GA"	2012	"Bibb"	"VINEVILLE 8"	1332	24	23	48	493	140	64	206	328	303	646	1	2	3	392	903	2	269	21	56	2	348	347	26	145	1	519	867																																								143						468	35	164	0	667	667																									26	333	27	74	1	435	276	18	125	1	420	855																								
"GA"	2012	"Bibb"	"WARRIOR 1"	2047	20	42	62	553	227	218	445	306	804	1121	0	0	0	1064	1628	2	681	39	188	0	908	406	23	241	0	670	1578																																								140	896	42	278	0	1216						1216																									18	889	42	280	0	1211						1211																								
"GA"	2012	"Bibb"	"WARRIOR 2"	2553	31	59	91	708	342	348	691	335	894	1237	0	1	1	1302	2020	2	755	55	321	1	1132	440	33	359	0	832	1964	8	2553	0	0	0	0	0						0																											142						806	61	486	1	1354	1354																									18	995	66	435	1	1497						1497																								
"GA"	2012	"Bleckley"	"FAIRGROUND"	6381	157	185	344	1269	532	1616	2162	577	1785	2397	3	1	4	3587	4907	8	1953	208	1729	3	3893						3893																																								144	1718	177	1545	1	3441	550	142	497	3	1192	4633																									20	1932	205	1707	3	3847						3847																								
"GA"	2012	"Brantley"	"Atkinson"	1091	1	18	19	107	37	177	215	69	367	441	0	0	0	562	675	1	370	17	170	0	557	65	1	38	0	104	661																																								178	390	14	170	0	574						574																									3	397	15	182	0	594						594																								
"GA"	2012	"Brantley"	"Calvary"	1160	1	32	34	97	17	171	189	79	551	637	0	0	0	754	860	1	539	33	165	0	737	73	1	19	0	93	830																																								178	541	26	155	0	722						722																									3	526	26	147	0	699						699																								
"GA"	2012	"Brantley"	"Hickox"	817	5	14	19	74	21	178	203	48	336	393	0	0	0	528	615	1	335	17	170	0	522	38	2	21	0	61	583																																								178	323	14	172	0	509						509																									3	294	13	162	0	469						469																								
"GA"	2012	"Brantley"	"Hoboken"	1058	3	14	17	90	21	209	232	66	416	499	0	0	0	639	748	1	392	15	204	0	611	83	2	17	0	102	713																																								178	394	12	181	0	587						587																									3	381	12	168	0	561						561																								
"GA"	2012	"Brantley"	"Hortense"	700	3	8	11	81	28	97	125	50	319	373	0	0	0	424	509	1	310	7	101	0	418	54	4	21	0	79	497																																								178	312	7	109	0	428						428																									3	308	6	100	0	414						414																								
"GA"	2012	"Brantley"	"Lulaton"	528	1	11	12	71	25	96	121	45	174	221	0	0	0	281	354	1	178	9	92	0	279	33	2	27	0	62	341																																								178	180	7	104	0	291						291																									3	186	7	101	0	294						294																								
"GA"	2012	"Brantley"	"Nahunta"	1294	12	32	44	238	90	303	399	136	327	474	0	0	0	662	917	1	357	32	309	0	698	97	11	73	0	181	879																																								178	351	28	290	0	669						669																									3	337	28	275	0	640						640																								
"GA"	2012	"Brantley"	"Schlatterville"	462	1	8	9	21	5	66	72	15	238	263	0	0	0	312	344	1	240	6	64	0	310	19	2	4	0	25	335																																								178	240	6	63	0	309						309																									3	217	6	59	0	282						282																								
"GA"	2012	"Brantley"	"Waynesville"	1633	7	26	33	160	48	234	287	105	542	660	0	0	0	802	980	1	546	27	235	0	808	92	7	37	0	136	944																																								178	559	25	228	0	812						812																									3	577	29	237	0	843						843																								
"GA"	2012	"Brooks"	"Barney"	604	20	6	26	129	25	65	90	82	226	312	2	1	3	298	431	8	244	17	70	3	334						334																																								175	230	7	64	2	303	66	19	21	1	107	410																									8	235	10	65	3	313	64	17	20	0	101	414																								
"GA"	2012	"Brooks"	"Barwick/Drylake"	311	4	3	7	64	17	22	40	41	117	160	2	1	3	143	210	8	122	5	29	2	158						158																																								175	112	2	25	1	140	42	4	15	1	62	202																									8	118	2	26	1	147	38	4	12	1	55	202																								
"GA"	2012	"Brooks"	"Dixie"	630	84	11	95	271	73	73	146	112	115	228	2	0	2	199	471	8	126	36	89	0	251						251																																								175	125	13	68	0	206	85	78	70	2	235	441																									8	126	14	77	0	217	80	75	57	2	214	431																								
"GA"	2012	"Brooks"	"E.Brooks/Briggs"	1744	17	40	57	244	94	366	463	127	585	722	6	7	13	998	1255	8	585	43	364	9	1001						1001																																								175	575	41	371	7	994	118	14	85	5	222	1216																									8	567	40	371	6	984	123	14	84	5	226	1210																								
